Code commune,Libellé de la commune,N.Pan.,Code Nuance,Sexe,Nom,Prénom,Liste,Sièges / Elu,Sièges Secteur,Sièges CC,Voix,% Voix/Ins,% Voix/Exp,D_elec_2020
40304,Soorts-Hossegor,2.0,LDVD,M,VIGNAUD,Christophe,AGIR ENSEMBLE POUR SOORTS HOSSEGOR,21.0,0.0,2.0,1081.0,28.06,50.02,0.0
41031,Cellettes,2.0,LNC,M,RUTARD,Joël,ENSEMBLE POUR CELLETTES,18.0,0.0,1.0,568.0,28.99,57.43,0.0
41094,Fresnes,3.0,LNC,M,TORSET,Philippe,"NOUVEL ELAN, NOUVEL AVENIR",12.0,0.0,1.0,296.0,32.28,53.05,0.0
41097,Gièvres,1.0,LNC,F,GILOT-LECLERC,Françoise,AVEC VOUS POUR GIEVRES,15.0,0.0,2.0,375.0,25.0,48.7,0.0
41136,Mer,1.0,LDVG,M,ROBIN,Vincent,Ensemble pour l'Avenir de Mer,22.0,0.0,11.0,899.0,23.28,48.81,1.0
41194,Romorantin-Lanthenay,5.0,LDVG,M,LORGEOUX,Jeanny,"FIERS DE ROMORANTIN-LANTHENAY, NOTRE VILLE",24.0,0.0,15.0,2115.0,16.26,39.58,1.0
41220,Saint-Laurent-Nouan,2.0,LDIV,M,LAURENT,Michel,L'AMBITION DE BIEN VIVRE ENSEMBLE,19.0,0.0,5.0,504.0,16.15,38.44,0.0
41232,Salbris,3.0,LDVD,M,AVRIL,Alexandre,UNIS POUR SALBRIS,23.0,0.0,11.0,1239.0,31.36,57.95,0.0
41242,Selles-sur-Cher,1.0,LDVD,F,COCHETON,Stella,SELLES SUR CHER & VOUS,21.0,0.0,4.0,864.0,26.92,51.89,0.0
42005,Andrézieux-Bouthéon,2.0,LDVC,M,DRIOL,François,POUR UN AUTRE ENVOL,23.0,0.0,2.0,1462.0,23.36,59.84,0.0
42095,Firminy,4.0,LDVD,M,LUYA,Julien,UNION POUR FIRMINY 2020,26.0,0.0,3.0,2382.0,22.27,53.46,0.0
42168,Pélussin,2.0,LDIV,M,DEVRIEUX,Michel,LA BELLE DEMOCRATIE A PELUSSIN,19.0,0.0,5.0,543.0,18.78,35.33,0.0
42186,Rive-de-Gier,3.0,LDVG,M,BONY,Vincent,RIVE DE GIER DEMAIN,24.0,0.0,2.0,1429.0,17.02,44.63,1.0
42211,Saint-Cyprien,2.0,LNC,M,ARCHER,Marc,"ENSEMBLE, REUSSIR SAINT-CYPRIEN",15.0,0.0,2.0,564.0,30.89,52.32,0.0
42218,Saint-Etienne,8.0,LDVD,M,PERDRIAU,Gaël,PREFERONS LE DEFI,47.0,0.0,33.0,14139.0,16.05,58.91,0.0
42222,Saint-Galmier,2.0,LDVC,M,DENIS,Philippe,UNIS POUR REUSSIR SAINT-GALMIER,24.0,0.0,2.0,1118.0,26.8,60.11,0.0
42285,Saint-Romain-le-Puy,2.0,LDVD,F,BRUNEL,Annick,"Avec vous, Saint-Romain.",20.0,0.0,2.0,510.0,17.54,43.18,0.0
42323,Veauche,2.0,LDVC,M,DUBOIS,Gérard,POUR VOUS VEAUCHE AVEC NOUS,23.0,0.0,7.0,1312.0,19.3,50.79,0.0
43020,Bas-en-Basset,3.0,LDVD,M,JOLIVET,Guy,Bien Vivre à Bas,21.0,0.0,6.0,925.0,26.86,54.22,0.0
43051,Le Chambon-sur-Lignon,2.0,LNC,M,EYRAUD,Jean-Michel,Vivre au Chambon,15.0,0.0,6.0,677.0,30.02,54.55,0.0
43089,Espaly-Saint-Marcel,2.0,LDVC,F,MOSNIER,Christianne,ESPALY SAINT MARCEL C'EST VOUS,21.0,0.0,2.0,649.0,26.72,52.94,0.0
43112,Langeac,2.0,LDIV,M,BEAUD,Gérard,UN NOUVEL ELAN POUR LANGEAC,20.0,0.0,10.0,692.0,24.83,42.74,0.0
43162,Retournac,3.0,LNC,F,GOUDARD,Patricia,"ENSEMBLE, RETOURNAC AUTREMENT",18.0,0.0,3.0,711.0,30.31,47.34,0.0
44003,Ancenis-Saint-Géréon,2.0,LDVG,M,ORHON,Rémy,"Ancenis-Saint-Géréon, une ville en transition",28.0,0.0,6.0,2373.0,28.91,58.51,1.0
44015,Blain,2.0,LDVC,M,BUF,Jean-Michel,BLAIN AVEC VOUS,21.0,0.0,10.0,1045.0,14.47,41.85,0.0
44020,Bouguenais,2.0,LDVC,F,IMPERIALE,Sandra,RESPIRATION DEMOCRATIQUE,25.0,0.0,2.0,2814.0,19.55,52.93,0.0
44021,Villeneuve-en-Retz,4.0,LDVC,M,FERRER,Jean-Bernard,VIVRE ET CONSTRUIRE VILLENEUVE EN RETZ AVEC VOUS,20.0,0.0,2.0,576.0,15.65,33.63,0.0
44043,Clisson,2.0,LDVD,M,BONNET,Xavier,CLISSON AVANT TOUT C'EST VOUS,22.0,0.0,5.0,1557.0,28.49,49.74,0.0
44047,Couëron,1.0,LUG,F,GRELAUD,Carole,COUËRON SE REALISE AVEC VOUS,28.0,0.0,3.0,2710.0,16.47,53.25,1.0
44049,Le Croisic,1.0,LDVC,F,QUELLARD,Michelle,"LE CROISIC, C'EST VOUS",21.0,0.0,2.0,1190.0,30.46,50.47,0.0
44052,Donges,3.0,LDVC,M,CHENEAU,François,SERVIR LES DONGEOIS,22.0,0.0,4.0,970.0,18.51,48.14,0.0
44055,La Baule-Escoublac,3.0,LUD,M,LOUVRIER,Franck,UNE ENERGIE NOUVELLE POUR LA BAULE-ESCOUBLAC AVEC FRANCK LOUVRIER,25.0,0.0,8.0,3697.0,23.75,48.07,0.0
44069,Guérande,2.0,LDVD,M,CRIAUD,Nicolas,ENSEMBLE GUÉRANDE AVANCE AVEC NICOLAS CRIAUD,25.0,0.0,8.0,2384.0,16.41,47.14,0.0
44074,Indre,2.0,LDVG,M,BERTHELOT,Anthony,ALTERNATIVE INDRE 2020,21.0,0.0,1.0,780.0,27.68,49.49,1.0
44084,Le Loroux-Bottereau,2.0,LDVG,M,RIVERY,Emmanuel,AU COEUR DE  NOTRE AVENIR,23.0,0.0,6.0,1445.0,24.01,55.05,1.0
44087,Machecoul-Saint-Même,4.0,LDVC,M,ROBIN,Laurent,RÉVEILLONS MACHECOUL-SAINT-MÊME,26.0,0.0,8.0,1491.0,25.17,53.16,0.0
44103,Montoir-de-Bretagne,3.0,LDVC,M,NOGUET,Thierry,UNIS POUR MONTOIR,23.0,0.0,3.0,1026.0,20.52,57.06,0.0
44109,Nantes,5.0,LUG,F,ROLLAND,Johanna,ENSEMBLE NANTES EN CONFIANCE,56.0,0.0,39.0,34107.0,17.87,59.67,1.0
44114,Orvault,1.0,LDVG,M,GUITTON,Jean-Sébastien,LA TRANSITION POSITIVE,25.0,0.0,3.0,3566.0,17.68,41.75,1.0
44120,Le Pellerin,1.0,LDVC,M,BRILLAUD DE LAUJARDIÈRE,François,"LE PELLERIN, NOTRE LIEN",21.0,0.0,1.0,667.0,17.47,42.43,0.0
44125,Piriac-sur-Mer,3.0,LNC,M,RIBAULT,Jean-Claude,"""Sauvegardons"" Piriac",15.0,0.0,2.0,593.0,24.67,51.39,0.0
44135,Le Pouliguen,2.0,LDVC,M,SAMAMA,Norbert,"Le Pouliguen autrement, partageons demain",20.0,0.0,2.0,1271.0,27.64,48.13,0.0
44137,Prinquiau,2.0,LNC,M,COURIO,Yan,ENSEMBLE POUR PRINQUIAU,17.0,0.0,2.0,477.0,20.32,45.21,0.0
44143,Rezé,6.0,LDVG,M,NEAU,Hervé,REZE CITOYENNE,35.0,0.0,5.0,6057.0,20.01,60.62,1.0
44154,Saint-Brevin-les-Pins,3.0,LDVC,M,MOREZ,Yannick,CONTINUONS D'AGIR POUR SAINT-BREVIN,22.0,0.0,12.0,1649.0,14.38,33.34,0.0
44162,Saint-Herblain,2.0,LUG,M,AFFILÉ,Bertrand,AVEC VOUS SAINT HERBLAIN VILLE VERTE & SOLIDAIRE,31.0,0.0,5.0,3555.0,11.29,43.19,1.0
44172,Sainte-Luce-sur-Loire,2.0,LDVG,M,DESCLOZIERS,Anthony,ENSEMBLE POUR SAINTE LUCE,26.0,0.0,2.0,2563.0,23.54,53.19,1.0
44184,Saint-Nazaire,1.0,LDVG,M,SAMZUN,David,POUR SAINT NAZAIRE,39.0,0.0,24.0,8678.0,17.28,57.15,1.0
44204,Thouaré-sur-Loire,1.0,LDVG,F,OGER,Martine,vivre ensemble à Thouaré,25.0,0.0,1.0,1662.0,22.2,51.71,1.0
44210,Trignac,2.0,LDVG,M,AUFORT,Claude,"ENSEMBLE, AGISSONS POUR TRIGNAC",22.0,0.0,4.0,959.0,17.34,46.96,1.0
45028,Beaugency,2.0,LDIV,M,MESAS,Jacques,100% BEAUGENCY,21.0,0.0,6.0,839.0,15.1,41.43,0.0
45053,Briare,4.0,LDVD,M,BOUGUET,Pierre-François,BRIAROIS ENSEMBLE...,20.0,0.0,8.0,657.0,16.38,37.01,0.0
45098,Cléry-Saint-André,2.0,LNC,M,CORGNAC,Gérard,AGISSONS ENSEMBLE POUR CLÉRY-SAINT-ANDRÉ,17.0,0.0,2.0,659.0,24.32,48.56,0.0
45147,Fleury-les-Aubrais,4.0,LUG,F,CANETTE,Carole,REVEILLER FLEURY,26.0,0.0,5.0,2014.0,15.96,46.51,1.0
45191,Le Malesherbois,1.0,LDVD,M,GAURAT,Hervé,ENSEMBLE POUR LE MALESHERBOIS,24.0,0.0,11.0,886.0,16.35,40.7,0.0
45208,Montargis,1.0,LUD,M,DIGEON,Benoît,MONTARGIS AU COEUR,24.0,0.0,9.0,1128.0,15.48,43.87,0.0
45234,Orléans,2.0,LUD,M,GROUARD,Serge,LES ORLEANAIS AU COEUR,39.0,0.0,24.0,9098.0,14.45,40.29,0.0
45252,Pithiviers,2.0,LDVC,M,NOLLAND,Philippe,Tous Citoyens : Réussir pour Pithiviers,19.0,0.0,10.0,621.0,14.26,30.22,0.0
45286,Saint-Jean-le-Blanc,4.0,LDVC,F,GRIVOTET,Françoise,SAINT-JEAN-LE-BLANC AUTREMENT,21.0,0.0,2.0,891.0,14.95,39.29,0.0
45338,Villemandeur,3.0,LDVD,F,SERRANO,Denise,VILLEMANDEUR VILLE D'AVENIR,21.0,0.0,5.0,703.0,14.47,41.45,0.0
46102,Figeac,5.0,LUG,M,MELLINGER,André,FIGEAC ENSEMBLE 2020,22.0,0.0,15.0,1187.0,17.46,42.62,1.0
46148,Lalbenque,1.0,LNC,F,LUGOL,Liliane,DEMAIN LALBENQUE ENSEMBLE,15.0,0.0,6.0,541.0,37.13,53.72,0.0
46231,Puy-l'Evêque,2.0,LNC,M,GUÉRIN,Serge,"NOS DIFFÉRENCES, UNE FORCE POUR PUY L'EVEQUE",13.0,0.0,4.0,339.0,22.03,37.62,0.0
47004,Aiguillon,3.0,LDVD,M,GIRARDI,Christian,UNIS POUR AIGUILLON,20.0,0.0,9.0,693.0,24.32,46.35,0.0
47032,Bon-Encontre,3.0,LDVG,F,LAMY,Laurence,S'UNIR POUR BON-ENCONTRE,21.0,0.0,3.0,861.0,17.62,39.99,1.0
47049,Casseneuil,3.0,LNC,F,GRENIER,Marie-Laure,CASSENEUIL EN TÊTE,15.0,0.0,2.0,551.0,32.95,55.71,0.0
47057,Castillonnès,2.0,LNC,M,SICAUD,Pierre,CASTILLONNES au COEUR,11.0,0.0,3.0,233.0,24.95,35.14,0.0
47157,Marmande,2.0,LDVG,M,HOCQUELET,Joël,"ENSEMBLE, MARMANDE",26.0,0.0,17.0,2814.0,22.7,54.62,1.0
47168,Miramont-de-Guyenne,2.0,LNC,M,VACQUÉ,Jean-Noël,A l'unisson pour  Miramont,18.0,0.0,9.0,575.0,26.87,50.17,0.0
47175,Monflanquin,1.0,LNC,F,FOUNAUD-VEYSSET,Nathalie,MONFLANQUIN POUR DEMAIN,15.0,0.0,6.0,640.0,34.73,52.85,0.0
47201,Le Passage,2.0,LDVG,M,GARCIA,Francis,LE PASSAGE ENSEMBLE,23.0,0.0,5.0,1601.0,23.05,54.29,1.0
47310,Tonneins,2.0,LDVC,M,RINAUDO,Dante,AVEC VOUS POUR TONNEINS CONTINUONS,21.0,0.0,7.0,1246.0,19.56,43.01,0.0
47323,Villeneuve-sur-Lot,2.0,LDVD,M,LEPERS,Guillaume,Nouveau cap pour Villeneuve-sur-Lot,27.0,0.0,15.0,3510.0,21.14,49.8,0.0
49015,Avrillé,2.0,LDIV,F,HOUSSIN-SALVETAT,Caroline,AVRILLE AVENIR,23.0,0.0,3.0,1819.0,16.54,36.47,0.0
49021,Beaufort-en-Anjou,2.0,LDIV,M,TAUGOURDEAU,Jean-Charles,BEAUFORT EN ANJOU AVEC VOUS,25.0,0.0,6.0,1003.0,19.57,47.09,0.0
49035,Bouchemaine,3.0,LDIV,F,MAILLET,Véronique,BOUCHEMAINE NATURELLEMENT,23.0,0.0,2.0,1607.0,29.75,55.43,0.0
49099,Cholet,1.0,LDVD,M,BOURDOULEIX,Gilles,CHOLET PASSION,35.0,0.0,23.0,7187.0,19.51,53.96,0.0
49160,Ingrandes-Le-Fresne-sur-Loire,2.0,LNC,M,TUSSEAU,Alain,UNE AMBITION PARTAGÉE,20.0,0.0,2.0,458.0,21.99,46.88,0.0
49328,Saumur,1.0,LDVG,M,GOULET,Jackie,AGIR,29.0,0.0,16.0,3790.0,20.07,63.78,1.0
50003,Agon-Coutainville,1.0,LNC,M,DUTERTRE,Christian,ENSEMBLE VERS L'AVENIR,17.0,0.0,3.0,756.0,27.27,45.9,0.0
50025,Avranches,1.0,LDVC,M,NICOLAS,David,AIMONS AVRANCHES SAINT-MARTIN,28.0,0.0,8.0,1930.0,24.89,58.99,0.0
50041,La Hague,2.0,LDVG,F,MAHIER,Manuela,LA HAGUE ENSEMBLE,52.0,0.0,6.0,2005.0,21.65,47.91,1.0
50066,Jullouville,2.0,LNC,M,BRIERE,Alain,Rassemblés pour Jullouville-Saint-Michel-des-Loups,14.0,0.0,2.0,493.0,22.39,40.78,0.0
50129,Cherbourg-en-Cotentin,2.0,LSOC,M,ARRIVÉ,Benoît,Passion Commune,41.0,0.0,38.0,7324.0,13.11,46.14,1.0
50147,Coutances,3.0,LDVC,M,BOURDIN,Jean-Dominique,COUTANCES DEMAIN,24.0,0.0,11.0,1456.0,25.26,62.17,0.0
50218,Granville,4.0,LDVG,M,MÉNARD,Gilles,"ENSEMBLE POUR GRANVILLE, Ecologique et Solidaire",25.0,0.0,13.0,2286.0,23.09,50.03,1.0
50349,Montmartin-sur-Mer,2.0,LNC,M,QUESNEL,Bruno,Ensemble pour Montmartin,12.0,0.0,2.0,363.0,30.45,54.5,0.0
50502,Saint-Lô,2.0,LDIV,F,LEJEUNE,Emmanuelle,POUR SAINT-LÔ,24.0,0.0,15.0,2211.0,16.67,43.56,0.0
50550,Saint-Sauveur-Villages,1.0,LDIV,F,GIGAN,Aurélie,TOUS ACTEURS POUR NOS VILLAGES,23.0,0.0,4.0,757.0,29.07,57.09,0.0
50579,Sottevast,1.0,LNC,M,TOLLEMER,Jean-Pierre,ENSEMBLE POUR SOTTEVAST,12.0,0.0,1.0,279.0,25.74,50.36,0.0
50582,Sourdeval,3.0,LNC,F,LAURENT,Sophie,"AVEC VOUS, DEMAIN !",20.0,0.0,2.0,781.0,31.65,47.13,0.0
51030,Ay-Champagne,2.0,LDVG,M,LÉVÊQUE,Dominique,"Aÿ-Champagne, poursuivons la dynamique",25.0,0.0,10.0,870.0,21.91,51.09,1.0
51108,Châlons-en-Champagne,1.0,LDVD,M,APPARU,Benoist,J'aime Châlons,34.0,0.0,28.0,3166.0,13.53,53.17,0.0
51242,Fagnières,4.0,LVEC,M,FENAT,Denis,Fagnières Demain Toujours Ensemble,22.0,0.0,4.0,688.0,18.47,53.5,1.0
51391,Muizon,1.0,LNC,M,RENARD,Germain,BIEN-ETRE & CADRE DE VIE,14.0,0.0,1.0,362.0,20.73,44.42,0.0
51531,Sermaize-les-Bains,3.0,LNC,M,YACOUBI,Saïd,Semaize Autrement,14.0,0.0,6.0,318.0,22.8,42.8,0.0
51559,Suippes,2.0,LDVD,M,COLLART,François,Avec vous pour Suippes,22.0,0.0,14.0,482.0,22.39,56.37,0.0
51649,Vitry-le-François,5.0,LDVG,M,BOUQUET,Jean-Pierre,FIERS D'ETRE VITRYATS,26.0,0.0,20.0,1524.0,21.18,52.21,1.0
52269,Langres,4.0,LUG,F,CARDINAL,Anne,ENGAGEONS-NOUS ENSEMBLE,21.0,0.0,16.0,1032.0,19.5,44.54,1.0
52448,Saint-Dizier,4.0,LUD,M,BRIERE,Quentin,"Avec vous, Saint-Dizier a de l'avenir",27.0,0.0,25.0,2161.0,14.17,50.05,0.0
53130,Laval,2.0,LDVG,M,BERCAULT,Florian,"Demain Laval ensemble, écologique et solidaire",33.0,0.0,26.0,6308.0,20.76,53.44,1.0
53147,Mayenne,3.0,LDVG,M,LE SCORNET,Jean-Pierre,Agir pour Mayenne avec vous,25.0,0.0,16.0,2045.0,21.23,50.44,1.0
53229,Saint-Jean-sur-Mayenne,3.0,LNC,M,BARRÉ,Olivier,"Notre commune, notre avenir à tous",14.0,0.0,1.0,332.0,28.11,41.66,0.0
54036,Avril,3.0,LNC,M,DANTE,Didier,MAINTENONS LE CAP !,12.0,0.0,1.0,302.0,36.7,54.03,0.0
54099,Val de Briey,1.0,LDIV,M,DIETSCH,François,POUR UNE COMMUNE TOUJOURS PLUS FORTE ET PLUS VIVANTE,26.0,0.0,8.0,1058.0,17.27,53.3,0.0
54115,Champigneulles,3.0,LDVD,M,DETHOU,Valentin,CHAMPIGNEULLES AU COEUR,23.0,0.0,6.0,1027.0,21.42,54.45,0.0
54215,Frouard,2.0,LDVG,M,BARTOSIK,Pascal,ECOUTER FROUARD AGIR ENSEMBLE,21.0,0.0,5.0,722.0,15.54,43.47,1.0
54263,Homécourt,2.0,LDVG,M,TONIOLO,Jean,"DYNAMIQUE ET CITOYENNE, L'ALTERNATIVE POUR HOMECOURT",20.0,0.0,5.0,582.0,14.62,35.71,1.0
54274,Jarville-la-Malgrange,2.0,LDVG,M,MATHERON,Vincent,DEMAIN JARVILLE,22.0,0.0,2.0,914.0,17.26,50.11,1.0
54300,Laneuveville-devant-Nancy,1.0,LDIV,M,DA CUNHA,Eric,LANEUV'VILLE D'AVENIR,21.0,0.0,2.0,839.0,17.74,45.72,0.0
54304,Laxou,4.0,LMDM,M,GARCIA,Laurent,VIVONS LAXOU,25.0,0.0,3.0,1756.0,21.45,50.47,0.0
54323,Longwy,2.0,LDVG,M,FOURNEL,Jean-Marc,LONGWY AU COEUR,25.0,0.0,9.0,889.0,11.04,45.64,1.0
54367,Mexy,3.0,LNC,M,WILMIN,Frédéric,MEXY L'ACTION CONTINUE,14.0,0.0,2.0,362.0,21.41,41.85,0.0
54395,Nancy,6.0,LDVG,M,KLEIN,Mathieu,MATHIEU KLEIN - NANCY EN GRAND,43.0,0.0,26.0,11435.0,22.46,54.54,1.0
54451,Réhon,2.0,LDIV,M,WEBER,Jean-Pierre,Continuons pour Réhon,22.0,0.0,2.0,626.0,25.16,60.89,0.0
54518,Thiaucourt-Regniéville,2.0,LNC,F,DUMONT,Margaret,UN NOUVEAU SOUFFLE POUR THIAUCOURT-REGNIEVILLE,11.0,0.0,2.0,157.0,23.19,39.55,0.0
55029,Bar-le-Duc,1.0,LDVD,F,JOLY,Martine,MARTINE JOLY 2020,23.0,0.0,15.0,1298.0,13.13,38.45,0.0
55122,Commercy,2.0,LDVD,M,LEFEVRE,Jérôme,COMMERCY ENSEMBLE,23.0,0.0,11.0,838.0,24.55,55.02,0.0
55154,Dieue-sur-Meuse,2.0,LNC,M,LEPRINCE,Romuald,BIEN VIVRE ENSEMBLE,12.0,0.0,4.0,336.0,29.27,55.72,0.0
55184,Euville,1.0,LNC,M,FERIOLI,Alain,REUSSIR ENSEMBLE,15.0,0.0,3.0,466.0,36.12,57.67,0.0
55291,Ligny-en-Barrois,2.0,LDVD,M,GUYOT,Jean-Michel,CAP AVENIR LIGNY,20.0,0.0,5.0,568.0,19.81,41.83,0.0
55463,Saint-Mihiel,1.0,LDVC,M,COCHET,Xavier,L'ÉQUIPE ENGAGÉE,21.0,0.0,14.0,649.0,27.61,56.19,0.0
56003,Arradon,2.0,LDVG,M,BARRET,Pascal,ARRADON PROJET ECO-CITOYEN,22.0,0.0,2.0,1282.0,26.28,44.86,1.0
56007,Auray,3.0,LDVG,F,MASSON,Claire,Auray ville citoyenne,24.0,0.0,6.0,1953.0,19.94,42.61,1.0
56008,Baden,3.0,LDIV,M,EVENO,Patrick,VIVRE BADEN,19.0,0.0,2.0,878.0,20.16,40.0,0.0
56078,Guidel,3.0,LDVC,M,DANIEL,Joël,Guidel au Coeur,24.0,0.0,3.0,1942.0,20.31,42.56,0.0
56094,Kervignac,3.0,LDIV,F,LE FLOCH,Élodie,Trait d'Union pour Kervignac,22.0,0.0,8.0,1453.0,28.99,48.87,0.0
56096,Landaul,1.0,LNC,F,OLLIVIER-FRANKEL,Dominique,LANDAUL ENSEMBLE,14.0,0.0,2.0,462.0,24.87,44.94,0.0
56101,Languidic,2.0,LDIV,M,DUVAL,Laurent,LANGUIDIC UNE ENERGIE COMMUNE,23.0,0.0,2.0,1683.0,26.99,56.94,0.0
56107,Larmor-Plage,2.0,LDVD,M,VALTON,Patrice,Ensemble pour Larmor-Plage,21.0,0.0,2.0,1578.0,20.65,40.15,0.0
56116,Locmariaquer,3.0,LNC,M,CAGNARD,Hervé,Locmariaquer : Cap sur l'avenir,15.0,0.0,1.0,469.0,29.76,48.85,0.0
56118,Locmiquélic,3.0,LDVC,M,BERTHAULT,Philippe,AVEC ET POUR LOCMIQUELIC 2020,20.0,0.0,1.0,812.0,24.42,41.79,0.0
56121,Lorient,2.0,LDIV,M,LOHER,Fabrice,UNISSONS LORIENT,31.0,0.0,15.0,4815.0,12.55,35.34,0.0
56167,Plougoumelen,2.0,LNC,F,BERTHELOT,Léna,CONSTRUISONS DEMAIN PLOUGOUMELEN,16.0,0.0,2.0,658.0,31.76,64.07,0.0
56177,Pluvigner,3.0,LDIV,F,HINGRAY,Diane,Pluvigner Partageons Demain,21.0,0.0,3.0,1096.0,17.93,40.93,0.0
56178,Pontivy,4.0,LDIV,F,LE STRAT,Christine,PONTIVY AVANT TOUT,26.0,0.0,12.0,2053.0,21.79,56.59,0.0
56186,Quiberon,5.0,LDIV,M,LE ROUX,Patrick,Patrick LE ROUX pour Quiberon,20.0,0.0,2.0,1278.0,26.63,43.98,0.0
56212,Saint-Dolay,3.0,LNC,M,GERAUD,Patrick,SAINT-DOLAY TERRITOIRE D'AVENIR,14.0,0.0,2.0,411.0,21.78,38.96,0.0
56234,Saint-Pierre-Quiberon,2.0,LNC,F,DOYEN,Stéphanie,Sant Per Kiberen avec vous,15.0,0.0,2.0,671.0,28.58,48.98,0.0
56251,Theix-Noyalo,1.0,LDVD,M,SÉBILLE,Christian,THEIX-NOYALO DEMAIN ENSEMBLE,25.0,0.0,3.0,1349.0,20.53,47.38,0.0
56254,Trédion,1.0,LNC,M,RIVOAL,Jean Pierre,ENSEMBLE POUR TREDION,12.0,0.0,1.0,295.0,30.67,53.06,0.0
56262,Le Bono,2.0,LNC,M,DREVES,Yves,LE BONO - CAP AVENIR,15.0,0.0,1.0,606.0,29.85,52.11,0.0
57019,Amnéville,1.0,LDVC,M,MUNIER,Eric,ERIC MUNIER - FIERS DE NOTRE COMMUNE!,25.0,0.0,7.0,1932.0,22.49,48.74,0.0
57038,Audun-le-Tiche,2.0,LDVG,F,FATTORELLI,Viviane,AUDUN AUTREMENT,24.0,0.0,6.0,1000.0,23.83,61.09,1.0
57083,Bining,1.0,LNC,F,RUFF,Monique,VIVRE ENSEMBLE A BINING,12.0,0.0,2.0,351.0,38.36,58.99,0.0
57089,Bitche,2.0,LDVD,M,KIEFFER,Benoît,Bitche au coeur... au coeur du Pays de Bitche,23.0,0.0,8.0,885.0,28.27,53.31,0.0
57227,Forbach,5.0,LUC,M,CASSARO,Alexandre,un nouveau depart pour forbach,24.0,0.0,11.0,1571.0,11.62,35.24,0.0
57269,Guénange,2.0,LDVC,M,TACCONI,Pierre,OSEZ GUÉNANGE,24.0,0.0,9.0,1497.0,25.43,63.95,0.0
57336,L'Hôpital,4.0,LDVD,M,SCHULER,Emmanuel,ENERGIE ET AVENIR,24.0,0.0,5.0,1139.0,29.21,56.81,0.0
57413,Longeville-lès-Saint-Avold,2.0,LDVD,M,THIRY,Emmanuel,Une equipe dynamique pour Longeville,22.0,0.0,5.0,875.0,30.79,59.73,0.0
57414,Lorquin,1.0,LNC,M,JULLY,Jean-Pierre,Disponibles pour Lorquin,12.0,0.0,2.0,321.0,37.11,52.88,0.0
57415,Lorry-lès-Metz,1.0,LNC,M,GLESER,Philippe,LORRY LES METZ Préserver Rassembler développer pour une commune verte et solidaire,15.0,0.0,1.0,465.0,29.75,53.26,0.0
57428,Macheren,2.0,LNC,M,MEKETYN,Jean,continuons tous ensemble,18.0,0.0,2.0,708.0,30.0,52.84,0.0
57447,Marly,2.0,LLR,M,HORY,Thierry,ENSEMBLE POUR MARLY,26.0,0.0,2.0,1816.0,21.05,50.85,0.0
57463,Metz,10.0,LLR,M,GROSDIDIER,François,Utile pour Metz,40.0,0.0,32.0,10001.0,14.32,45.13,0.0
57477,Montbronn,3.0,LNC,M,MAYER,Manuel,Nouvel élan pour l'avenir,14.0,0.0,2.0,408.0,33.61,41.8,0.0
57483,Morhange,4.0,LNC,M,STINCO,Christian,MAINTENANT MORHANGE POUR DEMAIN,19.0,0.0,4.0,742.0,30.74,58.2,0.0
57491,Moyeuvre-Grande,2.0,LDVG,M,ROVIERO,Franck,Ensemble Développons Moyeuvre,21.0,0.0,6.0,1052.0,18.19,40.32,1.0
57540,Phalsbourg,3.0,LDVC,M,MADELAINE,Jean-Louis,PHALSBOURG NOUVELLE DYNAMIQUE,22.0,0.0,11.0,934.0,28.22,61.41,0.0
57550,Porcelette,2.0,LNC,M,RISCH,Alain,porcelette demain avec vous,16.0,0.0,3.0,624.0,28.11,55.32,0.0
57593,Roncourt,1.0,LNC,M,POSTERA,Antoine,DEMAIN VOUS APPARTIENT,11.0,0.0,1.0,166.0,22.25,37.14,0.0
57606,Saint-Avold,2.0,LUC,M,STEINER,René,SAINT-AVOLD ENSEMBLE,26.0,0.0,15.0,3199.0,26.44,58.13,0.0
57616,Saint-Julien-lès-Metz,3.0,LNC,M,OSSWALD,Franck,Mieux vivre et servir Saint Julien,18.0,0.0,1.0,657.0,24.36,50.46,0.0
57660,Stiring-Wendel,3.0,LDVD,M,LUDWIG,Yves,stiring toujours,26.0,0.0,7.0,1483.0,19.29,57.91,0.0
57672,Thionville,3.0,LDVC,M,CUNY,Pierre,Thionville au Coeur,31.0,0.0,19.0,4015.0,15.57,41.37,0.0
57757,Yutz,2.0,LDIV,F,POUGET,Clémence,Renouveau Yussois,25.0,0.0,9.0,2233.0,17.06,44.88,0.0
57767,Stuckange,2.0,LNC,M,SEGURA,Olivier,ENSEMBLE ON VA PLUS LOIN,11.0,0.0,1.0,276.0,29.65,45.17,0.0
58059,La Charité-sur-Loire,2.0,LDVG,M,VALÈS,Henri,"La Charité, une passion commune",27.0,0.0,12.0,562.0,17.32,100.0,1.0
58086,Cosne-Cours-sur-Loire,1.0,LDIV,M,GILLONNIER,Daniel,DE VOUS A NOUS,21.0,0.0,14.0,1479.0,20.21,44.08,0.0
58218,Prémery,1.0,LNC,M,PLISSON,Alexis,ENSEMBLE POUR PREMERY,13.0,0.0,3.0,297.0,21.63,35.83,0.0
58303,Varennes-Vauzelles,2.0,LDVG,M,SICOT,Olivier,VARENNES VAUZELLES SOLIDAIRE ET ECOLOGIQUE,22.0,0.0,5.0,1668.0,23.92,48.53,1.0
